,Gene,AUC,FPR,Precision,Recall/TPR,F-score,N_benign,N_malign,m_cat,n_snvs
6377,C1GALT1C1,,,,,,3,0,0,3
6378,DDX5,,,,,,4,0,0,4
6379,GRAMD1B,,,,,,18,0,0,18
6380,BCL6,,,,,,2,0,0,2
6381,OR8B3,,,,,,1,0,0,1
6382,C6orf15,,,,,,4,0,0,4
6383,RP11-80I15.4,,,,,,12,0,0,12
6384,RP11-557J10.3,,,,,,1,0,0,1
6385,TCTE1,,,,,,10,0,0,10
6386,ACOT2,,,,,,1,0,0,1
6387,TPI1P2,,,,,,1,0,0,1
6388,ZNF112,,,,,,2,0,0,2
6389,APIP,,,,,,4,0,0,4
6390,EMILIN1,,,,,,6,0,0,6
6391,PCED1A,,,,,,1,0,0,1
6392,IL18BP,,,,,,1,0,0,1
6393,FBXO45,,,,,,1,0,0,1
6394,AC096921.2,,,,,,2,0,0,2
6395,HP,,,,,,1,0,0,1
6396,AC103809.1,,,,,,4,0,0,4
6397,BTAF1,,,,,,4,0,0,4
6398,PNCK,,,,,,10,0,0,10
6399,PCDHGA6,,,,,,1,0,0,1
6400,LMLN,,,,,,1,0,0,1
6401,ZCCHC14,,,,,,1,0,0,1
6402,VSIG1,,,,,,1,0,0,1
6403,PEG3,,,,,,1,0,0,1
6404,NDST2,,,,,,2,0,0,2
6405,NOP56,,,,,,6,0,0,6
6406,EPDR1,,,,,,4,0,0,4
6407,SMYD2,,,,,,3,0,0,3
6408,TMEM88,,,,,,1,0,0,1
6409,GRIN3A,,,,,,3,0,0,3
6410,ZBTB4,,,,,,10,0,0,10
6411,RNU6-1048P,,,,,,6,0,0,6
6412,RP11-399O19.9,,,,,,9,0,0,9
6413,CTD-2320G14.2,,,,,,3,0,0,3
6414,AIFM2,,,,,,1,0,0,1
6415,EPB41L4B,,,,,,1,0,0,1
6416,RP11-469H8.6,,,,,,17,0,0,17
6417,DDX21,,,,,,2,0,0,2
6418,DUS1L,,,,,,2,0,0,2
6419,C10orf54,,,,,,3,0,0,3
6420,PSRC1,,,,,,2,0,0,2
6421,MEX3B,,,,,,2,0,0,2
6422,FCGR3B,,,,,,9,0,0,9
6423,SEMA4C,,,,,,1,0,0,1
6424,MIR4795,,,,,,3,0,0,3
6425,CT47B1,,,,,,2,0,0,2
6426,SRRT,,,,,,2,0,0,2
6427,DOCK4,,,,,,3,0,0,3
6428,MYADML2,,,,,,7,0,0,7
6429,B3GNT8,,,,,,10,0,0,10
6430,MUM1L1,,,,,,3,0,0,3
6431,DEPDC1B,,,,,,1,0,0,1
6432,SLC5A5,,,,,,19,0,0,19
6433,RN7SL391P,,,,,,11,0,0,11
6434,MMRN2,,,,,,2,0,0,2
6435,TICRR,,,,,,17,0,0,17
6436,LRCH2,,,,,,1,0,0,1
6437,RP11-199F11.2,,,,,,2,0,0,2
6438,NGEF,,,,,,1,0,0,1
6439,RP11-400F19.8,,,,,,8,0,0,8
6440,TAF1L,,,,,,1,0,0,1
6441,NUP43,,,,,,1,0,0,1
6442,C4B,,,,,,8,0,0,8
6443,GLRX5,,,,,,8,0,0,8
6444,CTD-2140G10.2,,,,,,10,0,0,10
6445,TMEM38A,,,,,,1,0,0,1
6446,MDC1,,,,,,7,0,0,7
6447,AMMECR1,,,,,,1,0,0,1
6448,LRIG2,,,,,,6,0,0,6
6449,MRPS18C,,,,,,7,0,0,7
6450,CCDC88B,,,,,,3,0,0,3
6451,GEMIN4,,,,,,3,0,0,3
6452,HOOK2,,,,,,1,0,0,1
6453,SYNCRIP,,,,,,1,0,0,1
6454,NUP214,,,,,,5,0,0,5
6455,ORMDL1,,,,,,3,0,0,3
6456,ZNF503,,,,,,2,0,0,2
6457,POTEJ,,,,,,6,0,0,6
6458,XBP1,,,,,,2,0,0,2
6459,AC114730.8,,,,,,3,0,0,3
6460,ACSL1,,,,,,1,0,0,1
6461,RP11-83A24.2,,,,,,4,0,0,4
6462,GIT2,,,,,,1,0,0,1
6463,CHRM4,,,,,,1,0,0,1
6464,DDX54,,,,,,2,0,0,2
6465,SIGLEC1,,,,,,1,0,0,1
6466,GSDMB,,,,,,1,0,0,1
6467,RNU5E-2P,,,,,,1,0,0,1
6468,PDCD11,,,,,,1,0,0,1
6469,GOLGA6B,,,,,,2,0,0,2
6470,CXCR3,,,,,,2,0,0,2
6471,RP11-863K10.4,,,,,,2,0,0,2
6472,STK32B,,,,,,1,0,0,1
6473,C8G,,,,,,5,0,0,5
6474,RP11-45M22.5,,,,,,6,0,0,6
6475,CNTRL,,,,,,1,0,0,1
6476,PARP1,,,,,,3,0,0,3
6477,RP11-380D23.2,,,,,,3,0,0,3
6478,RP11-489N22.3,,,,,,65,0,0,65
6479,ATF7IP,,,,,,1,0,0,1
6480,WIPF2,,,,,,1,0,0,1
6481,NADK2-AS1,,,,,,4,0,0,4
6482,ACPP,,,,,,1,0,0,1
6483,RNF38,,,,,,1,0,0,1
6484,LSMEM1,,,,,,1,0,0,1
6485,DDR1,,,,,,1,0,0,1
6486,CTD-2207O23.10,,,,,,4,0,0,4
6487,AC109583.1,,,,,,3,0,0,3
6488,NBPF3,,,,,,3,0,0,3
6489,DLL1,,,,,,2,0,0,2
6490,C11orf1,,,,,,2,0,0,2
6491,OMG,,,,,,2,0,0,2
6492,SYTL4,,,,,,2,0,0,2
6493,RIC8A,,,,,,1,0,0,1
6494,MIR4419A,,,,,,1,0,0,1
6495,RNU6-1043P,,,,,,4,0,0,4
6496,ACY3,,,,,,2,0,0,2
6497,CYTH1,,,,,,1,0,0,1
6498,CTD-2135D7.3,,,,,,19,0,0,19
6499,ZC3H7A,,,,,,1,0,0,1
6500,PPARGC1B,,,,,,9,0,0,9
6501,HES5,,,,,,3,0,0,3
6502,FTH1,,,,,,4,0,0,4
6503,AF001550.7,,,,,,1,0,0,1
6504,SLA2,,,,,,1,0,0,1
6505,FCGR3A,,,,,,9,0,0,9
6506,FAM161B,,,,,,4,0,0,4
6507,STPG1,,,,,,1,0,0,1
6508,SNORD13,,,,,,1,0,0,1
6509,LY6G6D,,,,,,1,0,0,1
6510,PCDHGA5,,,,,,3,0,0,3
6511,SLC25A14P1,,,,,,4,0,0,4
6512,BHMT2,,,,,,3,0,0,3
6513,IQGAP3,,,,,,1,0,0,1
6514,PRSS37,,,,,,1,0,0,1
6515,AL135998.1,,,,,,3,0,0,3
6516,SPSB3,,,,,,3,0,0,3
6517,ZNF106,,,,,,2,0,0,2
6518,KRTAP5-7,,,,,,1,0,0,1
6519,PTGR1,,,,,,4,0,0,4
6520,SLC22A24,,,,,,1,0,0,1
6521,NEK5,,,,,,1,0,0,1
6522,ACLY,,,,,,1,0,0,1
6523,EMP3,,,,,,1,0,0,1
6524,C9orf66,,,,,,7,0,0,7
6525,TACC2,,,,,,1,0,0,1
6526,ZC3H4,,,,,,1,0,0,1
6527,AC032027.1,,,,,,13,0,0,13
6528,TRPM2,,,,,,2,0,0,2
6529,GGACT,,,,,,3,0,0,3
6530,OR4N4,,,,,,1,0,0,1
6531,SNX16,,,,,,1,0,0,1
6532,PSMB9,,,,,,3,0,0,3
6533,LPP,,,,,,4,0,0,4
6534,Vault,,,,,,6,0,0,6
6535,RP11-757G1.5,,,,,,7,0,0,7
6536,RP11-10K17.3,,,,,,7,0,0,7
6537,MICAL1,,,,,,1,0,0,1
6538,DUSP9,,,,,,1,0,0,1
6539,PCDHA12,,,,,,3,0,0,3
6540,HSPH1,,,,,,5,0,0,5
6541,SLC39A14,,,,,,8,0,0,8
6542,CTD-2270L9.4,,,,,,1,0,0,1
6543,RNU6-670P,,,,,,4,0,0,4
6544,C1orf170,,,,,,4,0,0,4
6545,AC107871.1,,,,,,7,0,0,7
6546,WBP5,,,,,,1,0,0,1
6547,ATHL1,,,,,,1,0,0,1
6548,ISCU,,,,,,11,0,0,11
6549,TCF7L1,,,,,,1,0,0,1
6550,ZNF584,,,,,,1,0,0,1
6551,FKBP6,,,,,,1,0,0,1
6552,GGNBP2,,,,,,1,0,0,1
6553,TBC1D22A,,,,,,2,0,0,2
6554,AC007682.1,,,,,,11,0,0,11
6555,SPOCD1,,,,,,1,0,0,1
6556,NPAS3,,,,,,2,0,0,2
6557,PCDHGA3,,,,,,1,0,0,1
6558,AL583832.1,,,,,,2,0,0,2
6559,PHF21A,,,,,,7,0,0,7
6560,SIPA1L2,,,,,,4,0,0,4
6561,SNAPC4,,,,,,7,0,0,7
6562,IDO2,,,,,,1,0,0,1
6563,CYS1,,,,,,17,0,0,17
6564,PTK7,,,,,,1,0,0,1
6565,RNA5SP130,,,,,,2,0,0,2
6566,DDB2,,,,,,3,0,0,3
6567,WNK2,,,,,,9,0,0,9
6568,INPP4A,,,,,,2,0,0,2
6569,DMTF1,,,,,,1,0,0,1
6570,TCP10L2,,,,,,1,0,0,1
6571,LGSN,,,,,,1,0,0,1
6572,RP11-389G6.3,,,,,,1,0,0,1
6573,TPSB2,,,,,,2,0,0,2
6574,SUSD5,,,,,,11,0,0,11
6575,RP11-230C9.3,,,,,,1,0,0,1
6576,PTPN13,,,,,,1,0,0,1
6577,RP11-669E14.6,,,,,,4,0,0,4
6578,FRYL,,,,,,2,0,0,2
6579,PCP2,,,,,,7,0,0,7
6580,PIH1D2,,,,,,10,0,0,10
6581,ZXDB,,,,,,6,0,0,6
6582,RPL36A,,,,,,2,0,0,2
6583,TNFRSF6B,,,,,,2,0,0,2
6584,DIDO1,,,,,,3,0,0,3
6585,GCLC,,,,,,4,0,0,4
6586,ZCCHC5,,,,,,2,0,0,2
6587,WDHD1,,,,,,2,0,0,2
6588,MEF2BNB-MEF2B,,,,,,5,0,0,5
6589,KCNG4,,,,,,1,0,0,1
6590,MAST2,,,,,,4,0,0,4
6591,AP000345.2,,,,,,1,0,0,1
6592,NAAA,,,,,,1,0,0,1
6593,INE1,,,,,,6,0,0,6
6594,C1RL,,,,,,4,0,0,4
6595,HLA-DQB2,,,,,,10,0,0,10
6596,KIF13A,,,,,,3,0,0,3
6597,TMEM247,,,,,,1,0,0,1
6598,CA9,,,,,,12,0,0,12
6599,HNRNPH2,,,,,,3,0,0,3
6600,DDX43,,,,,,1,0,0,1
6601,OLFM4,,,,,,1,0,0,1
6602,EMC2,,,,,,2,0,0,2
6603,UGGT1,,,,,,3,0,0,3
6604,SPATA6L,,,,,,2,0,0,2
6605,UBE2D3,,,,,,1,0,0,1
6606,PROX2,,,,,,4,0,0,4
6607,GALNT7,,,,,,1,0,0,1
6608,MYO15B,,,,,,3,0,0,3
6609,BMP3,,,,,,2,0,0,2
6610,SRRM3,,,,,,2,0,0,2
6611,ZNF215,,,,,,2,0,0,2
6612,UCHL1-AS1,,,,,,2,0,0,2
6613,ABCA5,,,,,,1,0,0,1
6614,FCGR2A,,,,,,11,0,0,11
6615,KRTAP10-10,,,,,,4,0,0,4
6616,RP11-685N10.1,,,,,,5,0,0,5
6617,SERTAD4,,,,,,2,0,0,2
6618,MALRD1,,,,,,1,0,0,1
6619,RP11-261N11.8,,,,,,5,0,0,5
6620,MYCBP2,,,,,,4,0,0,4
6621,C11orf68,,,,,,1,0,0,1
6622,RP3-512B11.3,,,,,,2,0,0,2
6623,NLRX1,,,,,,3,0,0,3
6624,SART1,,,,,,1,0,0,1
6625,HIGD1B,,,,,,2,0,0,2
6626,GAGE10,,,,,,2,0,0,2
6627,TPSG1,,,,,,4,0,0,4
6628,GTF3C2,,,,,,2,0,0,2
6629,ARSJ,,,,,,2,0,0,2
6630,SOGA2,,,,,,1,0,0,1
6631,MAP4K4,,,,,,1,0,0,1
6632,IL10RB-AS1,,,,,,1,0,0,1
6633,OR6P1,,,,,,1,0,0,1
6634,KIAA1671,,,,,,2,0,0,2
6635,GPRASP1,,,,,,6,0,0,6
6636,COMT,,,,,,7,0,0,7
6637,RAC2,,,,,,5,0,0,5
6638,CD300LG,,,,,,1,0,0,1
6639,PIWIL2,,,,,,1,0,0,1
6640,UGT2B11,,,,,,1,0,0,1
6641,IL11,,,,,,1,0,0,1
6642,PIK3C2G,,,,,,2,0,0,2
6643,CEP97,,,,,,1,0,0,1
6644,RP11-433J22.2,,,,,,4,0,0,4
6645,RP4-797C5.2,,,,,,1,0,0,1
6646,CD276,,,,,,1,0,0,1
6647,RP11-35N6.6,,,,,,9,0,0,9
6648,DBH-AS1,,,,,,1,0,0,1
6649,NPIPB5,,,,,,1,0,0,1
6650,RP5-914P20.5,,,,,,3,0,0,3
6651,HIP1,,,,,,3,0,0,3
6652,KIF18B,,,,,,1,0,0,1
6653,RGS7,,,,,,1,0,0,1
6654,ZCCHC16,,,,,,1,0,0,1
6655,NME3,,,,,,1,0,0,1
6656,C4orf46,,,,,,4,0,0,4
6657,SLC19A1,,,,,,20,0,0,20
6658,LRRC55,,,,,,1,0,0,1
6659,NUGGC,,,,,,1,0,0,1
6660,ZFYVE20,,,,,,1,0,0,1
6661,C10orf67,,,,,,2,0,0,2
6662,C1orf86,,,,,,4,0,0,4
6663,UBQLN4P1,,,,,,1,0,0,1
6664,NBEAL1,,,,,,4,0,0,4
6665,GPATCH2L,,,,,,1,0,0,1
6666,AC073641.2,,,,,,1,0,0,1
6667,MRPS18BP1,,,,,,1,0,0,1
6668,GMPR,,,,,,1,0,0,1
6669,RP11-802E16.3,,,,,,1,0,0,1
6670,NPIPB6,,,,,,2,0,0,2
6671,MICAL2,,,,,,1,0,0,1
6672,C11orf63,,,,,,1,0,0,1
6673,MAPKAPK3,,,,,,1,0,0,1
6674,FAM3A,,,,,,2,0,0,2
6675,SERPINE1,,,,,,4,0,0,4
6676,METTL2B,,,,,,1,0,0,1
6677,PRRG3,,,,,,2,0,0,2
6678,SLC7A3,,,,,,3,0,0,3
6679,HINT1P1,,,,,,3,0,0,3
6680,CD79B,,,,,,7,0,0,7
6681,FOXO4,,,,,,3,0,0,3
6682,S100PBP,,,,,,3,0,0,3
6683,RN7SKP23,,,,,,5,0,0,5
6684,LRTM2,,,,,,1,0,0,1
6685,RP11-224O19.2,,,,,,7,0,0,7
6686,METTL4,,,,,,1,0,0,1
6687,RP1-202O8.2,,,,,,4,0,0,4
6688,TMPRSS9,,,,,,1,0,0,1
6689,C6orf223,,,,,,4,0,0,4
6690,VCAM1,,,,,,4,0,0,4
6691,RP11-381K20.2,,,,,,2,0,0,2
6692,SC5D,,,,,,12,0,0,12
6693,CUTC,,,,,,5,0,0,5
6694,OR1G1,,,,,,2,0,0,2
6695,AC024592.12,,,,,,2,0,0,2
6696,PRRC2B,,,,,,7,0,0,7
6697,AC092384.1,,,,,,3,0,0,3
6698,RP1-169I5.4,,,,,,3,0,0,3
6699,C10orf115,,,,,,1,0,0,1
6700,RP11-298D21.1,,,,,,1,0,0,1
6701,FBXO25,,,,,,1,0,0,1
6702,MST4,,,,,,3,0,0,3
6703,TPR,,,,,,2,0,0,2
6704,AC006946.17,,,,,,2,0,0,2
6705,RP11-168O16.2,,,,,,2,0,0,2
6706,KIAA1210,,,,,,9,0,0,9
6707,PSAPL1,,,,,,2,0,0,2
6708,RNF212,,,,,,7,0,0,7
6709,AL512505.1,,,,,,4,0,0,4
6710,NPR3,,,,,,2,0,0,2
6711,MAPKBP1,,,,,,2,0,0,2
6712,GPS2,,,,,,3,0,0,3
6713,CELF1,,,,,,1,0,0,1
6714,DUOXA1,,,,,,2,0,0,2
6715,SUMO2P19,,,,,,9,0,0,9
6716,PARP2,,,,,,1,0,0,1
6717,DPH1,,,,,,1,0,0,1
6718,GPR4,,,,,,3,0,0,3
6719,WTAPP1,,,,,,1,0,0,1
6720,MAPT-AS1,,,,,,1,0,0,1
6721,C17orf77,,,,,,4,0,0,4
6722,MTUS2,,,,,,4,0,0,4
6723,AKAP13,,,,,,9,0,0,9
6724,SNORD7,,,,,,10,0,0,10
6725,ANAPC15,,,,,,2,0,0,2
6726,MIR4305,,,,,,2,0,0,2
6727,HNRNPU-AS1,,,,,,4,0,0,4
6728,SLC15A1,,,,,,1,0,0,1
6729,NR2C2,,,,,,3,0,0,3
6730,DAPK3,,,,,,1,0,0,1
6731,EIF2B1,,,,,,5,0,0,5
6732,TAS1R2,,,,,,1,0,0,1
6733,SLC16A10,,,,,,4,0,0,4
6734,PPM1K,,,,,,3,0,0,3
6735,LENG8,,,,,,1,0,0,1
6736,ZBTB21,,,,,,1,0,0,1
6737,MIR559,,,,,,5,0,0,5
6738,PKDREJ,,,,,,3,0,0,3
6739,FAM214A,,,,,,2,0,0,2
6740,RP5-1111A8.3,,,,,,1,0,0,1
6741,ELF3,,,,,,2,0,0,2
6742,MPP4,,,,,,11,0,0,11
6743,CHIC1,,,,,,1,0,0,1
6744,OXTR,,,,,,11,0,0,11
6745,RNA5SP290,,,,,,12,0,0,12
6746,NAV3,,,,,,3,0,0,3
6747,PPRC1,,,,,,1,0,0,1
6748,SNORD18,,,,,,2,0,0,2
6749,DOPEY2,,,,,,5,0,0,5
6750,THRAP3,,,,,,1,0,0,1
6751,NEUROD6,,,,,,1,0,0,1
6752,NEURL4,,,,,,2,0,0,2
6753,EFCAB10,,,,,,4,0,0,4
6754,MIR208B,,,,,,26,0,0,26
6755,C1orf74,,,,,,13,0,0,13
6756,ANKRD30A,,,,,,9,0,0,9
6757,LIN7A,,,,,,1,0,0,1
6758,SIDT2,,,,,,2,0,0,2
6759,UTP23,,,,,,2,0,0,2
6760,CPT1C,,,,,,10,0,0,10
6761,RP11-589N15.2,,,,,,1,0,0,1
6762,GYPE,,,,,,1,0,0,1
6763,CNTD1,,,,,,2,0,0,2
6764,RP11-1017G21.3,,,,,,1,0,0,1
6765,RP1-317E23.6,,,,,,6,0,0,6
6766,HRCT1,,,,,,3,0,0,3
6767,ELAVL3,,,,,,5,0,0,5
6768,SSRP1,,,,,,2,0,0,2
6769,B4GALNT3,,,,,,3,0,0,3
6770,SLC4A7,,,,,,1,0,0,1
6771,RP11-449H3.2,,,,,,2,0,0,2
6772,CCNA2,,,,,,7,0,0,7
6773,OSBPL5,,,,,,1,0,0,1
6774,VSTM2B,,,,,,1,0,0,1
6775,ARMCX3,,,,,,2,0,0,2
6776,MVB12B,,,,,,1,0,0,1
6777,CLIC1,,,,,,1,0,0,1
6778,LETM2,,,,,,18,0,0,18
6779,SNHG10,,,,,,4,0,0,4
6780,BLVRA,,,,,,1,0,0,1
6781,AC084117.3,,,,,,6,0,0,6
6782,RNU6-702P,,,,,,1,0,0,1
6783,PLAA,,,,,,2,0,0,2
6784,UGT2B28,,,,,,2,0,0,2
6785,PMF1,,,,,,1,0,0,1
6786,ZBTB48,,,,,,1,0,0,1
6787,C4orf48,,,,,,1,0,0,1
6788,KIAA0195,,,,,,2,0,0,2
6789,NUMA1,,,,,,2,0,0,2
6790,TET2,,,,,,6,0,0,6
6791,SEPHS2,,,,,,1,0,0,1
6792,TRIM66,,,,,,1,0,0,1
6793,RP11-481K9.4,,,,,,6,0,0,6
6794,NISCH,,,,,,12,0,0,12
6795,RNU7-25P,,,,,,1,0,0,1
6796,ROBO4,,,,,,13,0,0,13
6797,POTEH,,,,,,3,0,0,3
6798,VDAC1P8,,,,,,2,0,0,2
6799,RP11-240L7.4,,,,,,1,0,0,1
6800,DNAL4,,,,,,1,0,0,1
6801,TBC1D5,,,,,,1,0,0,1
6802,KRBOX4,,,,,,15,0,0,15
6803,CMIP,,,,,,2,0,0,2
6804,TXNDC8,,,,,,1,0,0,1
6805,ASCC3,,,,,,10,0,0,10
6806,ZER1,,,,,,1,0,0,1
6807,ARHGEF5,,,,,,2,0,0,2
6808,RABL6,,,,,,6,0,0,6
6809,SFTPA1,,,,,,13,0,0,13
6810,RPL18AP2,,,,,,6,0,0,6
6811,RP11-380G5.3,,,,,,2,0,0,2
6812,RP11-215C7.3,,,,,,2,0,0,2
6813,MR1,,,,,,2,0,0,2
6814,DDX60L,,,,,,2,0,0,2
6815,POTEG,,,,,,1,0,0,1
6816,GOLGA8R,,,,,,1,0,0,1
6817,SNORD86,,,,,,1,0,0,1
6818,TMED6,,,,,,3,0,0,3
6819,RHPN2,,,,,,1,0,0,1
6820,TRPT1,,,,,,1,0,0,1
6821,RNU6-308P,,,,,,1,0,0,1
6822,NEMF,,,,,,2,0,0,2
6823,SPATA41,,,,,,1,0,0,1
6824,PTPN1,,,,,,1,0,0,1
6825,SDCBP2,,,,,,1,0,0,1
6826,SIGLEC5,,,,,,2,0,0,2
6827,CBR1,,,,,,1,0,0,1
6828,RP11-627G18.2,,,,,,1,0,0,1
6829,ENPP3,,,,,,2,0,0,2
6830,C3orf80,,,,,,1,0,0,1
6831,CTR9,,,,,,4,0,0,4
6832,LINC00441,,,,,,3,0,0,3
6833,KCNJ13,,,,,,4,0,0,4
6834,SMIM22,,,,,,9,0,0,9
6835,CXCR2,,,,,,2,0,0,2
6836,CTD-3185P2.1,,,,,,1,0,0,1
6837,GID4,,,,,,1,0,0,1
6838,LRP8,,,,,,1,0,0,1
6839,IL1RAPL2,,,,,,1,0,0,1
6840,RP11-35G9.3,,,,,,2,0,0,2
6841,SPG20OS,,,,,,2,0,0,2
6842,DHFRL1,,,,,,1,0,0,1
6843,ILKAP,,,,,,1,0,0,1
6844,FPGS,,,,,,6,0,0,6
6845,WFDC3,,,,,,1,0,0,1
6846,TMCC2,,,,,,1,0,0,1
6847,RN7SL130P,,,,,,11,0,0,11
6848,SPATC1L,,,,,,3,0,0,3
6849,AWAT2,,,,,,1,0,0,1
6850,LRCH4,,,,,,2,0,0,2
6851,EPB41L5,,,,,,2,0,0,2
6852,TLN2,,,,,,3,0,0,3
6853,NOP10,,,,,,2,0,0,2
6854,SEL1L,,,,,,1,0,0,1
6855,PRCC,,,,,,1,0,0,1
6856,RP1-266L20.9,,,,,,2,0,0,2
6857,LILRA6,,,,,,2,0,0,2
6858,C8orf44-SGK3,,,,,,1,0,0,1
6859,SERPINA3,,,,,,2,0,0,2
6860,EPHA8,,,,,,1,0,0,1
6861,LRRC37A,,,,,,3,0,0,3
6862,RN7SL407P,,,,,,1,0,0,1
6863,MCCC1-AS1,,,,,,2,0,0,2
6864,POMZP3,,,,,,2,0,0,2
6865,MDM4,,,,,,1,0,0,1
6866,ARRDC1,,,,,,7,0,0,7
6867,UCN2,,,,,,1,0,0,1
6868,FAM117B,,,,,,1,0,0,1
6869,WDR87,,,,,,2,0,0,2
6870,COL20A1,,,,,,1,0,0,1
6871,EHMT2,,,,,,1,0,0,1
6872,SEPT10,,,,,,1,0,0,1
6873,FABP5P2,,,,,,4,0,0,4
6874,EPHA6,,,,,,3,0,0,3
6875,SUV39H1,,,,,,1,0,0,1
6876,ATAT1,,,,,,1,0,0,1
6877,C16orf46,,,,,,1,0,0,1
6878,MBLAC2,,,,,,1,0,0,1
6879,SETD8,,,,,,1,0,0,1
6880,CYP4A22,,,,,,2,0,0,2
6881,AF001548.6,,,,,,11,0,0,11
6882,FRG2C,,,,,,1,0,0,1
6883,SNAP91,,,,,,2,0,0,2
6884,CAMK1G,,,,,,5,0,0,5
6885,LRRIQ4,,,,,,1,0,0,1
6886,PDCD1,,,,,,1,0,0,1
6887,RDH5,,,,,,7,0,0,7
6888,TCEB3B,,,,,,6,0,0,6
6889,CCDC42B,,,,,,1,0,0,1
6890,LILRB3,,,,,,1,0,0,1
6891,LMF2,,,,,,1,0,0,1
6892,MAGEB4,,,,,,2,0,0,2
6893,RP1-56J10.8,,,,,,4,0,0,4
6894,TMEM158,,,,,,1,0,0,1
6895,EEA1,,,,,,1,0,0,1
6896,TECPR1,,,,,,3,0,0,3
6897,KRTAP10-4,,,,,,1,0,0,1
6898,C15orf27,,,,,,3,0,0,3
6899,IGF2,,,,,,6,0,0,6
6900,SLC22A18AS,,,,,,4,0,0,4
6901,FTLP14,,,,,,17,0,0,17
6902,ZBTB16,,,,,,2,0,0,2
6903,INSRR,,,,,,5,0,0,5
6904,VPS4A,,,,,,3,0,0,3
6905,RP11-517A5.7,,,,,,1,0,0,1
6906,RIMBP3C,,,,,,2,0,0,2
6907,TCHH,,,,,,2,0,0,2
6908,SMARCC1,,,,,,2,0,0,2
6909,PSG6,,,,,,1,0,0,1
6910,SKA2,,,,,,4,0,0,4
6911,CAPZA1,,,,,,3,0,0,3
6912,FRG2B,,,,,,3,0,0,3
6913,COX10-AS1,,,,,,1,0,0,1
6914,AC007881.1,,,,,,3,0,0,3
6915,IFNL2,,,,,,2,0,0,2
6916,PRR15L,,,,,,7,0,0,7
6917,SLC22A31,,,,,,2,0,0,2
6918,GBP5,,,,,,1,0,0,1
6919,RHOXF1,,,,,,2,0,0,2
6920,RP13-766D20.2,,,,,,26,0,0,26
6921,RNF224,,,,,,1,0,0,1
6922,MIR205HG,,,,,,2,0,0,2
6923,RP11-354P11.2,,,,,,1,0,0,1
6924,KNTC1,,,,,,1,0,0,1
6925,IER5,,,,,,1,0,0,1
6926,ZGPAT,,,,,,1,0,0,1
6927,CRMP1,,,,,,6,0,0,6
6928,RP11-67L3.4,,,,,,1,0,0,1
6929,SCUBE2,,,,,,2,0,0,2
6930,OBFC1,,,,,,1,0,0,1
6931,MYO1D,,,,,,2,0,0,2
6932,HEG1,,,,,,1,0,0,1
6933,DOT1L,,,,,,2,0,0,2
6934,STK33,,,,,,1,0,0,1
6935,C12orf39,,,,,,3,0,0,3
6936,C16orf93,,,,,,6,0,0,6
6937,SLAIN1,,,,,,1,0,0,1
6938,NXPE1,,,,,,1,0,0,1
6939,SNRPN,,,,,,8,0,0,8
6940,R3HDM1,,,,,,1,0,0,1
6941,NDUFB7,,,,,,3,0,0,3
6942,ICK,,,,,,3,0,0,3
6943,RP11-171I2.1,,,,,,23,0,0,23
6944,RP11-1024P17.1,,,,,,16,0,0,16
6945,CBWD1,,,,,,1,0,0,1
6946,TAX1BP3,,,,,,19,0,0,19
6947,DHRS4,,,,,,2,0,0,2
6948,RGS3,,,,,,3,0,0,3
6949,PTPRD,,,,,,3,0,0,3
6950,GABRA5,,,,,,3,0,0,3
6951,RP11-167N5.5,,,,,,2,0,0,2
6952,AC012181.1,,,,,,1,0,0,1
6953,C1orf122,,,,,,1,0,0,1
6954,KIR3DL1,,,,,,5,0,0,5
6955,DDX26B,,,,,,1,0,0,1
6956,MCTS1,,,,,,1,0,0,1
6957,SCAF4,,,,,,3,0,0,3
6958,GPR17,,,,,,5,0,0,5
6959,RLF,,,,,,1,0,0,1
6960,C5orf20,,,,,,1,0,0,1
6961,LRRC41,,,,,,1,0,0,1
6962,SDF4,,,,,,3,0,0,3
6963,DLX3,,,,,,11,0,0,11
6964,THSD4,,,,,,4,0,0,4
6965,KRTAP5-4,,,,,,2,0,0,2
6966,SSNA1,,,,,,3,0,0,3
6967,ELF4,,,,,,9,0,0,9
6968,RP11-566K11.7,,,,,,6,0,0,6
6969,HEY2,,,,,,3,0,0,3
6970,ZNF254,,,,,,1,0,0,1
6971,RRP1,,,,,,1,0,0,1
6972,SLC9A5,,,,,,2,0,0,2
6973,LRRN4CL,,,,,,7,0,0,7
6974,TM4SF20,,,,,,2,0,0,2
6975,LMTK2,,,,,,2,0,0,2
6976,CNOT3,,,,,,4,0,0,4
6977,OTP,,,,,,1,0,0,1
6978,C4BPA,,,,,,3,0,0,3
6979,ASB14,,,,,,2,0,0,2
6980,CHKB-AS1,,,,,,8,0,0,8
6981,WDR25,,,,,,1,0,0,1
6982,DLX6,,,,,,2,0,0,2
6983,LANCL3,,,,,,1,0,0,1
6984,FAM173A,,,,,,6,0,0,6
6985,CDKN2B-AS1,,,,,,6,0,0,6
6986,GAS2,,,,,,6,0,0,6
6987,PSMG4,,,,,,1,0,0,1
6988,CLDN9,,,,,,1,0,0,1
6989,MIR4689,,,,,,5,0,0,5
6990,DCDC2B,,,,,,1,0,0,1
6991,TUBAL3,,,,,,1,0,0,1
6992,IMMT,,,,,,1,0,0,1
